gerne,interpret,album,release_year,songtitle,lyrics
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Und ich weine,"Ich habe Dir so oft gesagt, daß ich Dich liebe. Und daß ich Dich niemals verlassen will. Doch als ich gestern Deinen Brief bekam. Da dachte ich mein Herz steht still. Du hast geschrieben, daß Du mich nicht mehr lieb hast. Und daß ein Anderer an meiner Stelle ist. Und den letzten Satz, den werde ich nie vergessen: ""Ich hoffe, daß Du trotzdem glücklich bist."" Jetzt sitz' ich hier und dichte ganz alleine. Es ist aus (es ist aus). Du bist fort (Du bist fort), und ich weine (und ich weine). Morgen früh werde ich trotzdem glücklich sein. Dann bin ich weit, weit fort von hier. Und Du wirst noch lange an mich denken. Aber dann bin ich nicht mehr bei Dir. Dann sehnst Du Dich vielleicht nach all den Küssen, die ich Dir damals gegeben hab'. Dann kannst Du ein paar rote Rosen pflücken. Und die legst Du dann auf mein Grab. Aber ich bin dann immer noch alleine. Es ist aus (es ist aus). Du bist fort (Du bist fort), und ich weine (und ich weine). (2x)"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Du willst mich küssen,"Ich war gerade auf dem Weg in die Stadtbibliothek Da habe ich mein Herz verloren Ich sah dich stehn am Wegesrand mit einem Buch in deiner Hand Ich war sofort verknallt bis über beide Ohren! ""Wann darf ich dich wiedersehen?"", hab ich gefragt Deine Antwort war: ""Am besten heute Nacht."" Bei klassischer Musik und bei Kerzenschein Wolltest du mich dann verführen, aber ich, ich sagte ""Nein!"" Du willst mich küssen, doch das geht mir zu schnell Du solltest wissen, ich bin intellektuell Du willst mich küssen, mitten ins Gesicht, doch ob du mich lieb hast Das weiß ich nicht, das weiß ich nicht (das weiß ich nicht) Das weiß ich nicht, das weiß ich nicht, das weiß ich nicht Ein Jahr war schnell vorbei, dann traf ich dich in der Bücherei Du sagst, du würdest jetzt studieren Abends bist du zu mir gekommen, ich hatte extra ein Bad genommen Um dir mit meinem Wohlgeruch zu imponieren Kaum warst du da Begannen wir schon mit einer platonischen Diskussion Doch später in der Nacht hab ich dann entdeckt Was hinter der Studentinnenfassade steckt Du willst mich küssen, doch das geht mir zu schnell Du solltest wissen, ich bin intellektuell Du willst mich küssen, mitten ins Gesicht, doch ob du mich lieb hast Das weiß ich nicht, das weiß ich nicht (das weiß ich nicht) Das weiß ich nicht, das weiß ich nicht, das weiß ich nicht Du willst mich küssen, doch das geht mir zu schnell Du solltest wissen, ich bin intellektuell Du willst mich küssen, mitten ins Gesicht, doch ob du mich lieb hast Doch ob du mich lieb hast, das weiß ich nicht, das weiß ich nicht"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Ewige Blumenkraft,"Man nennt mich Bruder Friedlich und ich sage euch nur wer liebt kann auch geliebt werden Man nennt mich Jesus Christus und ich sage euch nur wer knallt kann auch geknallt werden. Ich schau in den Himmel der Himmel ist grau Aber bald ist er wieder blau Dann ham' wir's geschafft Ewige Blumenkraft Dann ham' wir's geschafft Ewige Blumenkraft Bald sind wir alle Brüder und Schwestern Dann gibt es kein Morgen mehr sondern nur noch gestern Dann ham' wir's geschafft Ewige Blumenkraft Dann ham' wir's geschafft Ewige Blumenkraft Heute ist Frau so grenzenlos prüde Die weissen Tauben, baby, yeahyeah sie sind müde Bald ham' wir's geschafft Ewige Blumenkraft Bald ham' wir's geschafft Ewige Blumenkraft Bald ham' wir's geschafft Ewige Blumenkraft Bald ham' wir's geschafft Ewige Blumenkraft Bald ham' wir's geschafft Ewige Blumenkraft Bald ham' wir's geschafft Ewige Blumenkraft Ewige Blumenkraft Ewige Blumenkraft Ewige Blumenkraft ..."
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Blumen,"Ich fuhr das Fleisch vom Schwein mir zentnerweise ein Und auch so manche Kuh hab ich schon verschlungen Doch mit dem Fleischgenuss ist für mich endlich Schluss Mein Gewissen hat mich dazu gezwungen Ich werd niemals dick und rund, weil ich mich gut ernähr Von jetzt an leb ich gesund und bin zu Tieren fair Denn für mich macht niemand Tiere tot Ich leg mir Löwenzahn aufs Brot - Halleluja Ich ess Blumen, denn Tiere tun mir leid Lieber Akazien statt nen dicken, fetten Schinken Ich ess Blumen - Fleisch bringt mir Übelkeit Und die Fäkalien tun dann auch nicht mehr so stinken Wenn ich auch neidisch werd, wenn jemand Steak einzerrt Ich esse Schnittlauch und ein Omelett mit Rosen Wenn's Würstchen noch so lacht - es ist aus Tier gemacht Nur meine Katzen fressen Kuhragout aus Dosen Ich werd niemals dick und rund weil ich mich gut ernähr Von jetzt an leb ich gesund und bin zu Tieren fair Denn für mich macht niemand Tiere tot Ich leg mir Löwenzahn aufs Brot - Halleluja Ich ess Blumen - denn Tiere tun mir leid Lieber Akazien statt nen dicken, fetten Schinken Ich ess Blumen - Fleisch bringt mir Übelkeit Und die Fäkalien tun dann auch nicht mehr so stinken - Nein Ich ess Blumen - denn Tiere tun mir leid Lieber Akazien statt nen dicken, fetten Schinken Ich ess Blumen - Fleisch bringt mir Übelkeit Und die Fäkalien tun dann auch nicht mehr so stinken Ich ess Blumen - denn Tiere tun mir leid Lieber Akazien statt nen dicken, fetten Schinken Ich ess Blumen - Fleisch bringt mir Übelkeit Und die Fäkalien tun dann auch nicht mehr so stinken Ich ess Blumen. Ich ess Blumen."
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,2000 Mädchen,"Ich ruf dich an, so oft ich kann, ich flüster in Dein Ohr – Oho Ich kenn nur deine Stimme und den Rest stell ich mir vor – Oho Ich will genau jetzt bei dir sein. Für Minuten bist du mein. Denn viel zu viele Mädchen sind heut' abend ganz allein! Und ich ruf sie an: 2000 Mädchen – 2000 Mädchen, 2000 2000 Mädchen, und ich ruf sie an, 2000 Mädchen, 2000 – 2000 Manchmal ist dein Vater dran, zu Fremden ist er nett – Oho Er sagt, du müsstest früh aufstehn und Du liegst schon im Bett – Oho Ich träume, dass du bei mir bist. (Träume, dass du bei mir bist) Ich stell mir vor, dass du mich küsst. (Stell mir vor, dass du mich küsst) Ich will alles tun, dass mich nie vergisst. Und ich ruf sie an: 2000 Mädchen – 2000 Mädchen, 2000 2000 Mädchen, und ich ruf sie an, 2000 Mädchen, 2000 – 2000 Du gehst nicht mehr ans Telefon Das ist nicht fair von dir Du gehst nicht mehr ans Telefon Denn du hast Angst vor mir Oh die Zeit mit dir war schön. (Oh, die Zeit mit dir war schön) Leider werd' ich dich nie seh'n. (Leider werd' ich dich nie sehn) Doch es gibt genügend Mädchen, die im Telefonbuch stehn. Und ich ruf sie an: 2000 Mädchen – 2000 Mädchen, 2000 2000 Mädchen, und ich ruf sie an, 2000 Mädchen, 2000 – 2000"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Zum letzten Mal,"Er hat sie geliebt, schon seit vielen Jahren Endlich sagte sie ja, als sie alleine waren Sein Herz schlug wie wild, er gab ihr einen Kuss Sie lachte ihn aus und sagte: ""Jetzt ist Schluss!"" Mit Tränen in den Augen lief er durch die Nacht Und er schwor sich: Sie hat heute Zum letzten Mal über ihn gelacht Zum letzten Mal, zum letzten Mal, zum letzten Mal! An einem Geschäft blieb er plötzlich stehen Denn im Schaufenster hatte er etwas gesehen Er nahm einen Stein, er hatte nichts zu verlieren Er schlug die Scheibe ein Sie lag alleine im Bett und der Vollmond schien Sie hörte ein Geräusch und dann sah sie ihn Zum letzten Mal, zum letzten Mal, zum letzten Mal! Sie lag im Bett und der Mond schien ihr ins Gesicht Er küsste sie noch einmal, diesmal lachte sie nicht Zum letzten Mal, zum letzten Mal, zum letzten Mal! Zum letzten Mal, zum letzten Mal, zum letzten Mal!"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Wie am ersten Tag,"Hey du, bleib stehn, ich weiß, wohin du gehst Du brauchst nicht so zu tun, als ob du nicht verstehst Du bist auf dem Weg zu ihr, sie gehörte mal zu mir Gestern hab ich sie erkannt, sie ging mit dir Hand in Hand Für mich hat sie heut keine Zeit mehr, es ist Schluss Gib ihr zum Abschied von mir einen letzten Kuss Dass ich geweint hab, sag ihr nicht Auch nicht, dass mein Herz zerbricht Sag nicht, dass ichs nicht ertrag Sag ihr nur, dass ich sie mag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Vor einem Jahr war ich allein, da traf ich sie Ich hab getanzt mit ihr und hatte weiche Knie Wir tanzten bis spät in die Nacht Dann hab ich sie nach Haus gebracht Und dann vor ihrer Tür bekam ich einen Kuss dafür Wir warn verliebt, doch alles das ist jetzt vorbei Denn sie liebt dich und darum gebe ich sie frei Dass ich geweint hab, sag ihr nicht Auch nicht, dass mein Herz zerbricht Sag nicht, dass ichs nicht ertrag Sag ihr nur, dass ich sie mag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich geh nach Hause und da schließe ich mich ein Ich weiß, nie wieder werde ich derselbe sein Doch ich bitte dich, wenn sie mal nach mir fragt: Sag ihr nur, dass ich sie mag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Sag ihr nur, dass ich sie mag Genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag Ich mag sie noch genauso wie am ersten Tag"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Alleine in der Nacht,"Alleine im Lokal wart ich wieder mal darauf Dass noch was geschieht Da stehst du im Licht, ich trau meinen Augen nicht Ein Engel, der wie du aussieht Ich muss handeln, und zwar schnell, ob ich Whiskey bestell? Oder soll ich zu dir gehn? Doch der Typ da mit dem Bier, was will der denn von dir? Ich hab dich doch zuerst gesehn - ich hab dich doch zuerst gesehn Ist die Chance vertan? Warum lacht mir nie das Glück? Trink ich mich heut untern Tisch oder geh ich nach Haus zurück? Alleine in der Nacht – alleine in der Nacht Doch der Typ geht weg und ich kriege einen Schreck Denn du schaust direkt zu mir Ich geb dir einen aus, frag dich: Kommst du mit nach Haus? Du sagst ja, so gehen wir Ich spürs genau im Knie, so verliebt war ich noch nie Da stoppt uns ein Polizist Eine Bank wurd' ausgeraubt und das ist ja nicht erlaubt Er sagt, dass du's gewesen bist, er sagt, dass du's gewesen bist Jetzt bist du eingesperrt, doch ich werde treu dir sein Leider bin ich dafür sieben Jahre lang allein Alleine in der Nacht - alleine in der Nacht Alleine in der Nacht - alleine in der Nacht [Background (repeated):] Es wär so schön gewesen Mir bleibt nur, deine Liebesbriefe zu lesen Mit ihnen decke ich mich zu – alleine in der Nacht Alleine in der Nacht, alleine in der Nacht Du bist allein, ganz allein, so allein, allein in der Nacht Ich bin allein, so allein, so allein, allein in der Nacht Du bist allein, ich bin allein, wir sind allein, allein in der Nacht Er ist allein, sie ist allein, es ist allein, allein in der Nacht!"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Bitte Bitte,"Bitte bitte Bitte bitte Ich habe ein Geschenk für dich Ich liebe dich, ich schenk dir mich Frag mich nicht, du weißt, warum, ab heut bin ich dein Eigentum Du tust mir weh, was will ich mehr? Ich bin dein Diener, du der Herr Ab heut gehör ich dir allein Bitte lass mich, bitte bitte lass mich Bitte bitte lass mich - lass mich dein Sklave sein Was immer du befiehlst, ich tu's Ich küss die Spitze deines Schuhs Und wenn du mir die Knute gibst Weiß ich, dass auch du mich liebst Ich bin nicht mehr zu retten, peitsch mich aus, leg mich in Ketten Ab heut gehör ich dir allein Bitte bitte lass mich, bitte bitte lass mich Bitte lass mich, bitte bitte lass mich Bitte lass mich Bitte bitte lass mich, bitte bitte lass mich Bitte bitte lass mich - lass mich dein Sklave sein... Was du willst, wann du willst, wo du willst und wie du willst..."
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Wegen dir,"Uuuh, ich kann dich nicht vergessen Was ist nur los mit mir? Uuuh, ich will nichts mehr essen Ich werde noch verhungern wegen dir Wegen dir ist mir hundert Mal das Herz gebrochen Wegen dir musst ich jeden Abend Essen kochen Ich war dies Jahr keinmal baden wegen dir Hab ich keine andere angeschaut Wegen dir habe ich beim Juwelier geklaut Und trotzdem machst du einfach Schluss mit mir!? Uuuuhuuuuhuuu – und was nun Was soll ich denn nur tun? Uuuh, ich kann dich nicht vergessen Obwohl du so gemein bist zu mir Uuuuh, ich will nichts mehr essen Ich werde noch verhungern wegen dir Wegen dir habe ich mich lächerlich gemacht Wegen dir lag ich wach fast jede Nacht Irgendwann werd ich verrückt Nur wegen dir hab ich mir die Arme tätowiert Wegen dir hab ich mir die Beine glatt rasiert Und trotzdem machst du einfach Schluss mit mir Uuuuhuuu, was soll ich tun? Ich denke nur an dich Uuuuhuuu, was soll ich tun? Ich denke nur an dich Seit du mir gesagt hast, dass es vorbei ist Muss ich ständig daran denken Wie schön es war, du und ich allein am Strand Und dann kann ich es alles kaum fassen Hast du mich nie geliebt? Hast du mich nie geliebt? Uuuh, ich kann dich nicht vergessen Obwohl du so gemein bist zu mir Uuuuh ich will nichts mehr essen Ich werde noch verhungern wegen dir Aaahaaahaa, weil ich dich nicht vergessen kann Weil ich dich nicht vergessen kann Weil ich dich nicht vergessen kann Weil ich dich nicht vergessen kann"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Elke,"Es fing an, als sie mich anrief, da war ich gleich verlorn Ihre Stimme klang so zärtlich und so sanft in meinen Ohren Sie schickte mir ein Foto, mein Herz blieb beinah stehn Sie sah aus wie eine Pizza, sie war wunder-wunderschön Ich schrieb ihr einen Liebesbrief mit Rosenduft sogar Und zwei Wochen später waren wir ein Liebespaar Elke, die fette Elke Wir haben uns getroffen allein bei mir zu Haus Sie sah noch viel, viel dicker als auf dem Foto aus Ich schloss sie in die Arme, d. h., ich habs versucht Ich stürzte in ihr Fettgewebe wie in eine Schlucht Sie ist ein echter Brocken, 3 Meter im Kubik Sie sieht so aus wie Putenbrust mit Gurke in Aspik Elke, die fette Elke Ich war mit Elke essen, ganz schick mit Kerzenschein Ich aß ein bisschen Tofu, sie aß ein ganzes Schwein Elke ist so niedlich, Elke ist mein Schwarm Im Sommer gibt sie Schatten, im Winter hält sie warm Sie hat zentnerschwere Schenkel, sie ist unendlich fett Neulich hab ich sie bestiegen – ohne Sauerstoffgerät! Die fette Elke, Elke, die widerwärtige Elke Ich nannte sie mein Nilpferd, natürlich nur im Scherz Doch ich brach damit ihr dickes, fettes Herz Sie ist daran gestorben, mein süßer, kleiner Schatz Ich konnt sie nicht begraben Auf dem Friedhof war kein Platz Elke, die fette Elke (kein Platz für diesen Protoplasmasack von Elke) Elke, widerwärtige Elke (Bela für Daniela)"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Westerland,"Jeden Tag sitz ich am Wannsee Und ich hör den Wellen zu Ich lieg hier auf meinem Handtuch Doch ich finde keine Ruh' Diese eine Liebe wird nie zu Ende geh'n Wann werd' ich sie wieder sehen? Manchmal schließe ich die Augen Stell mir vor, ich sitz am Meer Dann denk ich an diese Insel Und mein Herz, das wird so schwer Diese eine Liebe wird nie zu Ende geh'n Wann werd ich sie wieder sehen? Oh, ich hab solche Sehnsucht Ich verlier den Verstand Ich will wieder an die Nordsee Ich will zurück nach Westerland Wie oft stand ich schon am Ufer Wie oft sprang ich in die Spree? Wie oft mussten sie mich retten Damit ich nicht untergeh? Diese eine Liebe wird nie zu Ende geh'n Wann werd' ich sie wiedersehen? Oh, ich hab solche Sehnsucht Ich verlier den Verstand Ich will wieder an die Nordsee Ich will zurück nach Westerland Es ist zwar etwas teurer Dafür ist man unter sich Und ich weiß, jeder Zweite hier ist genauso blöd wie ich Oh, ich hab solche Sehnsucht Ich verlier den Verstand Ich will wieder an die Nordsee Ich will zurück nach Westerland Oh, ich hab solche Sehnsucht Ich verlier den Verstand Ich will wieder an die Nordsee Ich will zurück, ich will zurück Ich will zurück, ich will zurück nach Westerland"
Rock,Die Ärzte,Das Beste von kurz nach früher bis jetze,1994,Außerirdische,"Ich ging nachts mit ihr durch den Wald Ich hielt sie fest im Arm, denn es war sehr kalt Auf einer Lichtung blieben wir stehn Sie gab mir einen Kuss und alles war schön Neben uns landete ein UFO im Gras Ich dachte ""Vorsicht Kamera, Verstehen sie Spaß?"" Doch dann ging eine Klappe auf und sie sprangen raus Kleine grüne Männchen, und sie sahen böse aus Mein ganzes Leben hab ich nicht an sie geglaubt - Außerirdische haben mein Mädchen geraubt! Mein ganzes Leben hab ich nicht an sie geglaubt - Außerirdische haben mein Mädchen geraubt! Als ich wieder zu mir kam, war ich ganz allein Ich suchte meine Freundin, wo konnte sie nur sein? Ich rief bei ihren Eltern an, doch sie war nicht zu Haus Das ganze sah verteufelt nach Entführung aus Jetzt sitz' ich jeden Abend an der Stelle, wo es geschah Ich warte auf mein Mädchen, doch sie ist nicht mehr da Neulich kam ein Brief, ich glaube er war von ihr ""Schönen Gruß, mir geht's gut - und ich glaub ich bleibe hier"" Mein ganzes Leben hab ich nicht an sie geglaubt - Außerirdische haben mein Mädchen geraubt! Mein Sexualleben ist völlig ruiniert - Außerirdische haben mein Mädchen entführt!"
