gerne,interpret,album,release_year,songtitle,lyrics
Rock,OK KID,OK Kid,2013,Mehr Mehr,"Wir haben ne Wohnung in New York Gehen shoppen in Paris Haben ein Kind in Göteborg Und einen Koffer in Berlin Wir sind überall gewesen Können einiges erzählen Wir wissen alles besser Denn wir haben alles gesehen Haben Studium geschmissen Und ein Neues angefangen Haben aufgehört zu kiffen Und wieder angefangen Wir glauben an die Liebe Haben mit 13 schon gefickt Haben Spaß mit uns alleine Hin und wieder auch zu dritt Haben virtuelle Freunde Sind überall vernetzt Zwischen Käffchen und ner Kippe Ist noch Zeit für SMS Wir reden ohne Pause Wir kommen nicht auf den Punkt Verbringen Nächte auf den Straßen Und das meistens ohne Grund Eigentlich, eigentlich eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen doch noch lange nicht genug Wir wollen mehr mehr mehr mehr Eigentlich, eigentlich, eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen doch noch lange nicht genug Wir wollen mehr Wir wollen mehr Wir haben strahlend weiße Zähne Sind sportlich gebaut Haben ein Mädel für das Ego Damit man noch an sich glaubt Wir sind immer up-to-date Haben noch nie was verpasst Haben alles ausprobiert Doch es hat nie wirklich gepasst Wir gucken hier, gucken da Wir knutschen hier, knutschen da Und sind elitär und politisch korrekt Wir sind individuell Haben keinen Bock auf den Rest Sind nach außen perfekt Innerlich für'n Arsch Wollen das Gefühl wieder haben Wie es früher mal war Und wir feiern und wir feiern und wir feiern uns selbst Sind zu groß für unsere Stadt Doch zu klein für die Welt Eigentlich, eigentlich eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen doch noch lange nicht genug Wir wollen mehr mehr mehr mehr Eigentlich, eigentlich, eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen doch noch lange nicht genug Wir wollen mehr Wir wollen mehr Wir wissen alles besser Denn wir haben alles gesehen Wir wollen mehr Wir wollen mehr Eigentlich, eigentlich, eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen, doch noch lange nicht genug Wir wollen mehr mehr mehr mehr Eigentlich, eigentlich, eigentlich Geht es uns gut Doch wir wollen mehr mehr mehr mehr Wir haben alles was wir brauchen, doch noch lange nicht genug Wir wollen mehr Wir wollen mehr"
Rock,OK KID,Grundlos,2014,Borderline,"Ich sammle Blumen von der Straße Schau sie an, heb sie auf, bis sie welken Danach häng ich sie in meinem Zimmer auf Und lass noch Platz für die Nächste daneben Ah, Borderline, Borderline, Borderline Wir schütten unser Herz ins glas und wenn es leer ist Schauen wir noch mal nach ob noch irgendetwas da ist Dumpfes Gefühl in der Magengegend Lust auf dem Boden liegend, lachend noch mal nachzutreten Ritzen uns, sinnlose Kunst in den Armen Um morgen zu erzählen wie cool es gestern wieder war Morgen alles gut, heute noch mal Opfer sein Wenn alle Stricke reissen, bleibt die Borderline Sie holt dich hier raus, sie lässt dich fallen Bringt dich ins Bett, schläft mit dir ein Die große weite Welt wird bei ihr wieder klein Wenn alle Stricke reissen bleibt die Borderline Borderline Borderline Borderline Niemand tanzt so schön wie wir auf der Borderline Borderline Borderline Wenn alle Stricke reissen bleibt die Borderline Von den Bräuten auf Knien kurz vor dem Ziel Holt sie dich runter, zurück auf die Knie OK KID kurz vorm Hit links abgebogen Halleluja, immer noch Luft nach oben Nicht mehr wo will ich hin oder wo komm ich her Grundlos sein, wenn ich häng fall ich nicht mehr Kompromiss, loslassen nicht mehr möglich, denn Mit den Beinen baumeln, mit den Händen schwimm Hände ringen, Kopf über Wasser halten Weiter schlucken, in das Kopfsteinpflaster beissen Sie bringt dir die Nacht, sie nimmt dir den Tag Sie bringt dir die Angst - sie ist immer für dich da Heute alles gut, morgen wieder Opfer sein Wenn alle Stricke reissen bleibt die Borderline Sie holt dich hier raus, sie lässt dich fallen Bringt dich ins Bett, schläft mit dir ein Die große weite Welt wird bei ihr wieder klein Wenn alle Stricke reissen bleibt die Borderline Borderline Borderline Borderline Niemand tanzt so schön wie wir auf der Borderline Borderline Borderline Wenn alle Stricke reissen bleibt die Borderline"
Rock,OK KID,Grundlos,2014,Unterwasserliebe,"Heute nicht, denke ich Während sich der Atem über die Scheibe legt Und ich mein Spiegelbild verlier' Und alles was ich seh' Sich nicht wirklich als konkret herauskristallisiert Alles still, jedes Wort nur noch 'ne Luftblase Solang' ich Luft habe, bleibt alles stumm Augen auf im Aquarium Noch kurz warten, um Das Gefühl wieder zu haben Nicht mehr zu atmen Bis die Tropfen neue Wellen schlagen Und der Frust endlich schweigt Nicht mehr zu atmen Sage nichts, denk' nur laut Tauche erst wieder auf, wenn Liebe nicht mehr laut ist Und wieder warten auf das Endorphin Endlich wir, endlos fühlen Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Nicht mehr Kopf in den Sand stecken Kaltes Wasser laufen lassen, Kopf in das Waschbecken Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Bis die Tropfen neue Wellen schlagen Und der Frust endlich schweigt Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Heute nicht, denke ich Während sich das Wasser über meine Schläfen legt Und ich das Gleichgewicht verlier' Und alles was ich seh', sich erst, Wenn ich runter geh', herauskristallisiert Zum Lachen unter Wasser gehen Roter Faden Loose tragen Nicht mehr zu atmen, nicht mehr aufstoßen Runterspülen, saurer Magen leer Hunger stillen Und wieder warten auf das Endorphin Endlich wir, endlos fühlen Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Nicht mehr Kopf in den Sand stecken Kaltes Wasser laufen lassen, Kopf in das Waschbecken Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Bis die Tropfen neue Wellen schlagen Und der Frust endlich schweigt Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh (Luft nach oben, Luft nach oben) Und alles was du siehst, ist die Luft nach oben, oh Nicht mehr Kopf in den Sand stecken Kaltes Wasser laufen lassen, Kopf in das Waschbecken Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Bis die Tropfen neue Wellen schlagen Und der Frust endlich schweigt Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Alles was du siehst, ist die Luft nach oben, oh Und alles was du siehst, ist die Luft nach oben, oh Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh Unterwasserliebe Und alles was du siehst, ist die Luft nach oben, oh"
Rock,OK KID,Grundlos,2014,Grundlos,"Der Rasen ist gemäht, die Straßen sind gefegt Und der Wind weht die letzte Melodie aus dieser Stadt Und ich sitz wieder da, mit meinem rechten Fuß am Kinn Wahrscheinlich um zu gucken, ob ich noch flexibel bin Oder noch tiefer häng', als mir lieb ist Wahrscheinlich noch mehr daneben, als der Vers über den Beat ist Ich kotz mich aus, mein Gott bin ich eklig Doch ich versteh mich endlich wieder gut mit mir Simsala Gin Schau nochmal ins Glas, alles wieder halb so schlimm Schluck auf und vorbei Grundlos Glücklich. Grundlos sein Grundlos Glücklich. Grundlos sein Grundlos Glücklich. Grundlos sein Ohne doppelten Boden Nicht mehr da will ich hin, da werd ich sein Nicht mehr unten, nicht oben Grundlos Glücklich. Grundlos sein Die Treppe zieht sich lang zur nächsten Tür, doch kein Bock zu diskutieren, ob es mit dem Aufzug schneller wär. Interessiert sich schon dafür? Zieh mich am Geländer hoch, will die Stufen nicht mehr spüren Sieht komisch aus, kein Plan ob es was bringt, gibt mir einen Grund und ich fall' wieder hin Solang bin ich cool, mit meinem rechten Fuß am Kinn, zwischen Fliegen können und Liegen lernen, schweben ohne Sinn Und schon wieder Simsala Gin Schau nochmal ins Glas, alles wieder halb so schlimm Schluckauf und vorbei Grundlos Glücklich. Grundlos sein Grundlos Glücklich. Grundlos sein Grundlos Glücklich. Grundlos sein Ohne doppelten Boden Nicht mehr da will ich hin, oder da werd ich sein Nicht mehr unten, nicht oben Grundlos Glücklich. Grundlos sein"
Rock,OK KID,Zwei,2016,Blüte dieser Zeit,"Alles fing an als wir 16 war'n Lang bevor der 16-Tage-Bart in Mode war Unsere ersten 16 Bars Dieser Junge war nicht Tocotronic Digital ist niemals besser als die Chronic Nicht gewusst wovon man redet, trotzdem Recht gehabt Zieh'n, als gäb's kein Morgen mehr, der Nebel über'm Erdgeschoss lag Uns egal, was der große Teich bringt, lieber in Pfützen baden Als an der Oberfläche treiben, nach Luft schnappen Keine Moral in der Geschichte, außer, dass wir darauf Lust hatten Wahrscheinlich nicht so schlau wie ihr Schillers Faust nie gelesen, Larry-Clark-Filme zitiert Streuen auf, atmen ein Teilen das, was betrunkene Kinder so teilen Vielleicht das schönste, das uns bleibt Brüder in Gedanken mit der Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt  immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit Das ist kein Hoch auf uns, lieber unten mit den Jungs Unter uns gesagt, jedes Jahr unser Jahr Jeden Tag, damals nur Statisten, doch wir spielten sie laut Unsere Rolle names Hip-Hop inside out Wickelten sie auf, wollten mehr, hörten ODB auf Tape Danach rollten wir es roh in die OCB Papers Unser Leben nicht viel mehr als Schall und Rauch Doch den besten Tipp des Lebens selbst gebaut Zogen ein, zogen aus, wohin wussten wir nicht Doch unter'm Strich ging es auch, auch wenn es nur ein Bruchteil ist, von dem, was wir dachten, dass bis heute bleibt Brüder in Gedanken mit der Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt  immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit Wir gießen Öl in das Feuer, streuen auf, atmen ein Zieh'n die Sache durch bis nichts mehr übrig bleibt Und sie brennt  immer noch, schau, sie brennt immer noch Sie brennt immer noch, die Blüte dieser Zeit"
Rock,OK KID,Zwei,2016,Ich kann alles,"Ich nehm' mein Ego, quetsch' es aus Alle Tränen müssen raus Betrunken von mir selbst, füll' leere Gläser wieder auf Leere Gläser wieder aus Selbst der Wasserwerfer kann mir nichts Strahle so hell, dass alles regenbogenfarben ist Wo die Nacht pulsiert, wo jeder was erwartet Mich niemand wirklich kennt, wirklich niemand auf mich wartet Weiß niemand, wo mein Herz schlägt? Weiß niemand, wo mein Herz schlägt? Und die Vögel, sie zwitschern immer noch das alte Lied Ein zahmer singt von Freiheit, ein wilder Vogel fliegt Und jeder Spruch klingt so wie tausende zuvor Nicht mehr wert als nur ein Rauschen im Ohr Mir egal, ich kann alles Ich kann alles Ich kann alles Alles glänzt, was ab jetzt vor mir liegt Ich kann alles Ich kann alles Ich kann alles Bis ich aufschlag' beweis' ich, dass ich flieg' Ich hab mir alles geglaubt, mir meine Lügen auch Und dass die Lügen Lügen waren, glaub' ich mir jetzt auch Wissen ersetzt denken nicht, weiß ich nicht, denke ich Ich hab mich an mir verblendet, schrieb Geschichte nur in Blindenschrift Wollte nicht so sein wie sie, wusste, was ich werden muss Andere Leute werden groß, ich mach' mit dem werden Schluss Und wenn mich jemand hasst, hab ich immer noch irgendwas Das der jemand gerne hätte - alles richtig gemacht Ich weiß wieder wo mein Herz schlägt Ich weiß wieder wo mein Herz schlägt Und die Vögel, sie zwitschern immer noch das alte Lied Ein zahmer singt von Freiheit, ein wilder Vogel fliegt Und jeder Spruch klingt so wie tausende zuvor Nicht mehr wert als nur ein Rauschen im Ohr Mir egal, ich kann alles Ich kann alles Ich kann alles Alles glänzt, was ab jetzt vor mir liegt Ich kann alles Ich kann alles Ich kann alles Bis ich aufschlag' beweis' ich, dass ich flieg' Schau mich an, ich kann alles Ich kann nicht viel, nein, alles Wie viel ich verdien'? Alles! Mein einziges Ziel? Alles! Schau mich an, ich kann alles Hab' mich entschieden gegen alle Mach' meinen Frieden mit allen Entschieden zu fliegen, bis ich falle Ich kann alles Ich kann alles Ich kann alles Alles glänzt, was ab jetzt vor mir liegt Ich kann alles Ich kann alles Ich kann alles Bis ich aufschlag' beweis' ich, dass ich flieg' Ich kann alles Ich kann alles Ich kann alles Alles glänzt, was ab jetzt vor mir liegt Ich kann alles Ich kann alles Ich kann alles Bis ich aufschlag' beweis' ich, dass ich flieg'"
Rock,OK KID,Zwei,2016,Gute Menschen,"Ich sehe nur gute Menschen Überall nur gute Menschen Alles ist einfach, bist du einfach gestrickt Kein Knoten im Kopf, nur ein Faden am Genick Und dann ab Richtung Glückseligkeit Ein Leben im Korsett Ein guter Mensch verdrängt was er nicht weiß Damit sich gute Menschen nicht länger als Opfer fühlen Lernen sie von Kindesbeinen an: Roboter spielen Ellbogen raus und auf Opfer zielen Nach oben buckeln, sich einen goldenen Cock verdienen Nur glückliche Orangen in der Saftpresse Sogar der Mett-Igel lacht in ihre Hackfresse Ein guter Mensch muss tun, was ein guter Mensch tun muss Luxus und Ruhm, rumlutschen bis zum Schluss Ich weiß nicht was ihr seht, ich seh' nur gute Menschen Alle lieben Kinder, alle gehen Blut spenden Und das letzte was man hier noch vermisst Ist die Antwort auf die Frage warum alles bleibt wie's ist Ich weiß nicht was ihr seht, ich seh' nur gute Menschen Alle lieben Kinder, alle gehen Blut spenden Und das letzte was man hier noch vermisst Ist die Antwort auf die Frage warum alles bleibt wie's ist Weiche Strafen für gewaltbereite Ausländer, no go Nein sie sind keine Nazis, auch sie trinken Kaffee Togo Auch sie waren schon im Urlaub, wo es Schwarze gab Und am Vatertag lief sogar Roberto Blanco Der ein wunderbarer Neger war, wo ist das Problem? Kinderschänder müssen sterben, voll ok Böhse Onkelz auf der Heckscheibe stehen Mit Deutschlandfahnen schwenkend durch die Straße gehen Alles nur gut gemeint, aus Angst um ihre Blutsbrüder Sie sind das Volk, alles nur besorgte Wutbürger Stammtisch-Modus, jetzt wird laut diskutiert Schwarz, Rot, Grün, alles wirkt braun meliert Was, was homophob? (nein, nein, nein, nein, nein) Sie sind da für kranke Menschen, auch Schwule kann man heilen Eine Hand wäscht die andere rein Brownies backen für die Hochzeit, Mohrenköpfe teilen Und wenn im Sportlerheim die erste Strophe erklingt Und das Brüderlein singt, ist das überhaupt nicht schlimm Niemand schiebt hier irgendjemand ab Alle lieben Aydin Döner - beste Soße der Stadt Ich weiß nicht was ihr habt Ich sehe nur gute Menschen, die nichts Böses wollen Nein, die nur an unsere Zukunft denken Und wahrscheinlich werden sie es nie verstehen Warum ich kotzen muss, wenn ich sie seh' Ich weiß nicht was ihr habt, ich sehe nur gute Menschen Alle lieben Kinder, alle gehen Blut spenden Und das letzte was man hier noch vermisst Ist die Antwort auf die Frage warum alles bleibt wie's ist"
Rock,OK KID,Zwei,2016,Es ist wieder Februar,"Dein erstes Licht, nur ein Tropfen auf den kalten Stein Du bist mein gehasster Freund, mein geliebter Feind Spendest weder Trost, noch Vitamin D Wollte dich hier nie wieder sehen Ich mach mir keinen Reim aus dir Lass meine Fahne über dem Ofen zirkulieren Gib dir ein Zeichen, siehst du nicht den weißen Rauch? Ich hab mich entschieden: ich geb auf Auf, dich zu hassen Du nimmst mich stolpernd an die Hand Ich stopf die eingestarrten Löcher in der Wand Es ist wieder Februar, ich hab gewusst, dass es stimmt Bin endlich wieder da, wo's beginnt Auch wenn dich hier fast niemand vermisst Was wär' das Jahr bloß ohne dich? Nichts, nichts, nichts, nichts Nichts, nichts, nichts, nichts Herzlich Willkommen, du reudiger Hund Du hässliches Etwas, mein wundester Punkt Der allerbeste Grund um alles einzureißen Warst nur gut darin, große Ziele klein zu falten Und jetzt bist du wieder da Das letzte was ich brauch, das Beste was ich hab Deine Schönheit bleibt im Innersten verborgen Nur was dich überlebt ist von Bedeutung für Morgen Du nimmst mich stolpernd an die Hand Ich stopf die eingestarrten Löcher in der Wand Es ist wieder Februar, ich hab gewusst, dass es stimmt Bin endlich wieder da wo's beginnt Auch wenn dich hier fast niemand vermisst Was wär' das Jahr sonst (bloß) ohne dich? Was hab ich dich verflucht Deine achtundzwanzig Tage zu Besuch Endlich wieder Februar Niemand lacht mir kälter ins Gesicht Was wär das Jahr bloß ohne dich? Nichts, nichts, nichts, nichts Nichts, nichts, nichts, nichts Zwischen Winterschlaf und Frühjahrsmüdigkeit Trittst du mein Glück mit Füßen Ich heb' auf, was davon übrig bleibt Kein Prosit der Gemütlichkeit in deinen Armen Nur ein Toast auf die Genügsamkeit mit kaltem Atem Niemand normales schreibt ein Lied über dich Auch dies hier ist nicht mehr wert Als das was du für mich bist Mit dir tanz ich den Blues so wie jedes Jahr Niemand kann das besser als du, Februar Ich hab gewusst, dass es stimmt Bin endlich wieder da wo's beginnt Auch wenn dich hier fast niemand vermisst Was wär' das Jahr bloß ohne dich? Was hab ich dich verflucht? Deine achtundzwanzig Tage zu Besuch Endlich wieder Februar Niemand lacht mir kälter ins Gesicht Was wär' das Jahr bloß ohne dich? Nichts, nichts, nichts, nichts Nichts, nichts, nichts, nichts Nichts, nichts, nichts, nichts Nichts, nichts, nichts, nichts"
Rock,OK KID,Zwei,2016,Bank,"Ich reiß die Augen auf Alles muss sich ändern Die Blumen im Vorgarten Der Ring an meinem Finger Das alles gut wie immer Wenn mich irgendjemand fragt Und es eigentlich scheiß egal ist, was ich sag Und ich danach ein Brechreiz verspür Dann komm ich zu dir Hast meinen Namen auf deiner Haut imprägniert Namen kann man nicht radieren Sie gehen nicht so schnell weg Mir fällt kein Stein vom Herz Hab mein Stein bei dir im Brett Schau, wie sich der Regen perlt Weichst niemals auf Stehst da, wo es wehtut Weichst niemals aus Im goldenen Käfig, im Gestern gefang' Ich schlag alles zu Trümmern, außer dir Denn du bist meine Bank Mein doppelter Rücken Mein Platz an der Sonne Mein gutes Gewissen Wenn du zerbrichst, dann bau ich dich wieder auf Damit du mich wieder trägst, wenn ich dich brauch Du bist meine Bank An einem Ort, den wir Zuhause nenn' Wo man dich nicht vergisst Dort, wo man mich noch kennt Dort, wo die Lichter brenn' Bist du meine rechte Hand Für immer einen Platz bei dir Du bist meine Bank Du bist meine Bank Mein doppelter Rücken Mein Platz an der Sonne Mein gutes Gewissen Wenn du zerbrichst, dann bau ich dich wieder auf Damit du mich wieder trägst, wenn ich dich brauch Du bist meine Bank Für immer einen Platz bei dir (x3) Du bist meine Bank Du bist meine Bank Für immer einen Platz bei dir (x3) Du bist meine Bank"
Rock,OK KID,Zwei,2016,5. Rad am Wagen,"Früher musst ich lügen, damit ich besser dasteh' Heute müsst ich lügen, wenn ich sag, dass ich nicht besser dasteh' Vom Schluck in der Kurve zum Masterplan ""E"" Die ersten vier geplatzt Galgenmännchen spielen, bis der Buchstabe passt Mein Profil musste reifen Auge um Auge, Zahnräder greifen Und ich skippe sie weiter Trittbrettfahrer wie Stacy Peralta Fangen an zu biten, fangen an zu haten Doch beißen nicht selten auf Schwermetallfelgen Niemand hat mich je gewollt Jetzt verbrenn' ich eure Wege aus Holz Streu Asche auf das Haupt - Sache, dass es rollt Nie mehr Songs über mein Leben in Moll Es rollt, es rollt, es rollt, es rollt, es rollt Das fünfte Rad am Wagen, es rollt, es rollt Muss mir nichts mehr beweisen Die anderen drehen am Rad, meins dreht sich von alleine Es rollt, es rollt, es rollt, es rollt, es rollt Das fünfte Rad am Wagen, es rollt, es rollt Schlafe ein, tanke voll Steh auf und es rollt Sowas wie das fünfte Rad am Wagen, Mann Die Maschine zweifelt, ob man vernünftig damit fahren kann Gab 'ne harte Wendung, übernahm von da die Lenkung Fahr die Parts wie 'n Benz und rolle ohne km/h-Begrenzung Hab ihn nie gebraucht, den Popstarttraum - tiefer Glaube, Gottvertrauen Dealte draußen - Hustler, operierte aus dem Kofferraum Vom schwarzen Peter zum Chartsbetreter Phrasenleger, Wagenheber, Kartenleser, Straßenfeger Schreibe, weil ich weg will, meisterte den Rapskill Wusste mehr, doch musste erst noch reifen für den Wechsel Verdiene Cash mit Musik jetzt, diese Texte bluten es Stinkstiefel, Vin Diesel - viel zu fast and furious Sieh' mich vorbei an glänzenden Blitzern zieh'n Drifte spielend, dicker, ich mach nie Männchen wie Michelin Wurde zu 'nem Bleifuß mit 'nem vollen Tank Kickdown, Hit Sound, zeig nur, wie es rollen kann (Es rollt, es rollt) (Es rollt, es rollt) Es rollt, es rollt, es rollt, es rollt, es rollt Das fünfte Rad am Wagen, es rollt, es rollt Muss mir nichts mehr beweisen Die anderen drehen am Rad, meins dreht sich von alleine Es rollt, es rollt, es rollt, es rollt, es rollt Das fünfte Rad am Wagen, es rollt, es rollt Schlafe ein, tanke voll Steh auf und es rollt"
Rock,OK KID,Zwei,2016,Bombay Calling,"Ich bin dabei, ruft er mich an Zwar nur noch atmen auf Pump, der Magen wund Doch weiche Männer stehen jetzt stramm Niemand lacht mich bitterer an Press' meine Lippen an den Flaschenhals-Rand Man tut was man kann Man ist, was man trinkt Mein Brot für die Welt, 47er Gin Ich werde rot, wenn seine Stimme Erklingt, als wär' ich peinlich berührt Als wären diese Zeilen nicht von mir Bombay Calling Nur er hat es verdient für mich ghost zu writen Außer ihm schafft es niemand solche Songs zu schreiben Ich glaub ihm alles was er sagt Nur mit ihm zieht mein Atem durch die Nacht Bombay Calling, Bombay Calling, Bombay Calling Ruft er mich an, heb' ich ab Egal was Morgan kann, egal was Hendrick's sagt Nur mit ihm zieht mein Atem durch die Nacht Bombay Calling, Bombay Calling, Bombay Calling Ruft er mich an, werd' ich springen Der Morgen heilt die Wunden, wie immer Heute Nacht hat mein Leben wieder Gin Bombay Calling Er hat keine Sympathie für das echte Leben Nur ein Spiel, das schon am Anfang damit endet, sich den Rest zu geben Nur er spielt die Symphonie so tragend Die mich über alle anderen hebt heut' abend Bombay Calling London trocken in der Westentasche Immer das gleiche Grinsen, immer die selbe Masche Gegen ihn ist mein Kraut nicht gewachsen Alle suchen nach dem Zeitgeist, meiner kommt aus der Flasche Außer ihm weiß niemand wo ich heute bin Ich hör nicht auf den Bauch, ich vertrau' dem sechsten Gin Ich glaub ihm alles was er sagt, nur mit ihm zieht mein Atem durch die Nacht Bombay Calling, Bombay Calling, Bombay Calling Ruft er mich an, heb' ich ab Egal was Morgan kann, egal was Hendrick's sagt Nur mit ihm zieht mein Atem durch die Nacht Bombay Calling, Bombay Calling, Bombay Calling Ruft er mich an, werd' ich springen Der Morgen heilt die Wunden, wie immer Heute Nacht hat mein Leben wieder Gin Bombay Calling Bombay Calling"
Rock,OK KID,Zwei,2016,U-Bahnstation,"Du warst schon lang nicht mehr bei dir Du warst schon lange nicht mehr da Wo du hingehörst Wo niemand will, dass du so aussiehst Wie die Menschen, die nichts erwarten Außer Wagen Nummer 3 Mit ihrem Platz direkt am Fenster Im geschlossenen Abteil Niemand sitzt gern in der Mitte Niemand redet geradeaus Und wenn man sie lieb darum bittet Stehen sie selbstverständlich auf Mit ihrem Einbahn-Straßenticket Sind die Neurosen schon gekauft Dann stehen sie hinten in der Ecke Und kommen so schnell nicht mehr da raus Dein Kopf ist eine U-Bahnstation Dein Herz da, wo du wohnst Und du schaust noch einmal nach Was auf der Tafel steht Komm, ich wart mit dir Bis der nächste Zug nach Hause geht (x3) Alle glauben nur, was sie wissen Niemand weiß, was du jetzt denkst Wenn sie morgens aufrecht sitzen Ist der Tag bereits geschenkt Und du wartest auf ein Zeichen Ja, ein Zeichen, sehr elementar Dann wären die Weichen schon gestellt Dann könntest du nach Hause fahr'n Da liegt ein Einbahn-Straßenticket Und das gilt bis zu deiner Tür Und wenn du sie dann nicht öffnest Hast du nichts, außer Papier Dein Kopf ist eine U-Bahnstation Dein Herz da, wo du wohnst Und du schaust noch einmal nach Was auf der Tafel steht Komm, ich wart mit dir Bis der nächste Zug nach Hause geht (x4)"
Rock,OK KID,Zwei,2016,Kaffee warm 3,"Du bist schon wieder bei mir Niemand außer dir Schafft es besser, mit den Worten zu jonglieren Sodass ich selber schon rotier bei jedem Satz Du hast Recht, eigentlich ist alles gesagt Und ich frag ob du bis morgen bleibst Ich bin schon müde Es wär schön, wenn du noch oben bleibst Das alte Muster strickt sich leicht Doch frisst uns auf Jeder Schmetterling von damals Nur noch Motten im Bauch Und wieder grüßt das Bauchgefühl Und es sticht immer dann von der Seite Wenn der Kopf schon auf dem Boden liegt Und dann wird alles wieder aufgewühlt Wieder nur ehrlich zu mir selbst, ich Idiot Wenn es sich überhaupt nicht mehr lohnt Wieso schaust du mich so an? Als wär hier irgendetwas dran Dass unsere Welt verändern kann Ich kann's nicht Frag mich, worauf du wartest Du suchst nach deiner Schuld Warum der Kaffee nicht mehr warm ist Wir haben es versucht Hab den Filter aufgerissen Im Kaffeesatz gesucht Drei Jahre lang gewartet Den Februar verflucht Alles wieder aufgebrüht Doch nirgendwo warst du Und wieder grüßt das Bauchgefühl Und es sticht immer dann von der Seite Wenn der Kopf schon auf dem Boden liegt Und dann wird alles wieder aufgewühlt Wieder nur ehrlich zu mir selbst, ich Idiot Wenn es sich überhaupt nicht mehr lohnt Ich will nur, dass du weißt, dass ich weiß, was ich will (x20)"
Rock,OK KID,Zwei,2016,Euforia,"Die Ringe meiner Augen verraten dich Schweißgebadete Hände verraten dich Muss gerade noch suchen wo mein Atem ist Anscheinend warst du gerade eben da für mich Auch wenn du deine Lippen nicht bewegst Glaube ich dir jedes Wort das du über mich erzählst Auch wenn dich hier fast jeder vergisst Du bist nicht unendlich, du bist endlich ich Nicht die große Geste, kein Sportwagentraum Vielleicht nur Stille - im wortkargen Raum Ich so: ""Danke."" du so: ""Dafür nicht.."" Weil du von selbstverständlich bist Auch wenn hier jeder sagt: Der Moment ist nicht mehr Wert, als der Augenblick danach Warst du gerade eben da Raus aus dem ewigen Schlaf Euforia Ich weiß du holst mich wieder ab Euforia Nur kurz raus aus dem ewigen Schlaf Stehe nur auf, um auf dich zu warten Und ich weiß irgendwann bist du da Dann hälst du mich fest, mit offenen Armen Raus aus dem ewigen Schlaf Euforia Ich weiß du hälst dein Wort - laberst nicht Lässt dich nicht verbiegen, weil du gerade bist Auch wenn ich nicht weiß wo du gerade bist Irgendwann bist du sicher wieder da für mich Auch wenn ich dich wahrscheinlich niemals greifen kann Hälst du mich fest, damit ich mich wieder halten kann Ohne dich käme ich wahrscheinlich niemals an Du bist mehr als nur eine Phase Bist der Kompass meines Plans Das gemachte Bett - ungemüdlich Du reißt mir die Augen auf - unermüdlich Schaust zu wie sich die Dinge fügen Sieben Meilen Stiefel landen, Schweben ohne Flügel Auch wenn hier jeder sagt: Der Moment ist nicht mehr Wert, als der Augenblick danach Warst du gerade eben da Raus aus dem ewigen Schlaf Euforia Ich weiß du holst mich wieder ab Euforia Nur kurz raus aus dem ewigen Schlaf Stehe nur auf, um auf dich zu warten Und ich weiß irgendwann bist du da Dann hälst du mich fest, mit offenen Armen Raus aus dem ewigen Schlaf Euforia"
